date,start_time,end_time,class_type,class_name,professor_name,grade,label,class_code,major
금,13:30,15:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-00,원자력공학과
수,15:30,17:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-01,원자력공학과
금,15:30,17:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-01,원자력공학과
화,09:00,10:15,전공기초(11),공학수학1,장근옥,2,NE,NE205-00,원자력공학과
목,09:00,10:15,전공기초(11),공학수학1,장근옥,2,NE,NE205-00,원자력공학과
월,13:30,14:45,전공기초(11),공학통계학,김형대,1,NE,NE103-00,원자력공학과
수,13:30,14:45,전공기초(11),공학통계학,김형대,1,NE,NE103-00,원자력공학과
금,09:30,13:20,전공필수(04),Adventure Design,김동한,2,EE,EE212-00,전자과
월,09:00,12:50,전공필수(04),기초회로실험,장익준,2,EE,EE207-00,전자과
수,09:00,12:50,전공필수(04),기초회로실험,장익준,2,EE,EE207-01,전자과
화,13:30,17:20,전공필수(04),기초회로실험,윤상웅,2,EE,EE207-02,전자과
목,13:30,17:20,전공필수(04),기초회로실험,이승현,2,EE,EE207-03,전자과
화,13:30,14:45,전공필수(04),논리회로,정연모,2,EE,EE209-00,전자과
목,13:30,14:45,전공필수(04),논리회로,정연모,2,EE,EE209-00,전자과
화,09:00,10:15,전공필수(04),논리회로,박광훈,2,EE,EE209-01,전자과
목,09:00,10:15,전공필수(04),논리회로,박광훈,2,EE,EE209-01,전자과
화,13:30,14:45,전공필수(04),논리회로,예윤해,2,EE,EE209-02,전자과
목,13:30,14:45,전공필수(04),논리회로,예윤해,2,EE,EE209-02,전자과
화,16:30,17:45,전공필수(04),논리회로,정연모,2,EE,EE209-03,전자과
목,16:30,17:45,전공필수(04),논리회로,정연모,2,EE,EE209-03,전자과
화,16:30,17:45,전공필수(04),논리회로,유재수,2,EE,EE209-04,전자과
목,16:30,17:45,전공필수(04),논리회로,유재수,2,EE,EE209-04,전자과
화,16:30,17:45,전공필수(04),논리회로,박광훈,2,EE,EE209-05,전자과
목,16:30,17:45,전공필수(04),논리회로,박광훈,2,EE,EE209-05,전자과
수,13:30,14:45,전공필수(04),물리전자,김대원,2,EE,EE203-00,전자과
금,13:30,14:45,전공필수(04),물리전자,김대원,2,EE,EE203-00,전자과
수,13:30,14:45,전공필수(04),물리전자,이응규,2,EE,EE203-01,전자과
금,13:30,14:45,전공필수(04),물리전자,이응규,2,EE,EE203-01,전자과
화,12:00,13:15,전공선택(05),신호와시스템,김영수,2,EE,EE210-00,전자과
목,12:00,13:15,전공선택(05),신호와시스템,김영수,2,EE,EE210-00,전자과
월,12:00,13:15,전공선택(05),신호와시스템,김규헌,2,EE,EE210-01,전자과
수,12:00,13:15,전공선택(05),신호와시스템,김규헌,2,EE,EE210-01,전자과
화,15:00,16:15,전공선택(05),신호와시스템,손원,2,EE,EE210-02,전자과
목,15:00,16:15,전공선택(05),신호와시스템,손원,2,EE,EE210-02,전자과
화,15:00,16:15,전공선택(05),신호와시스템,김원하,2,EE,EE210-03,전자과
목,15:00,16:15,전공선택(05),신호와시스템,김원하,2,EE,EE210-03,전자과
월,09:00,10:15,전공필수(04),전자기학I,김용평,2,EE,EE201-00,전자과
수,09:00,10:15,전공필수(04),전자기학I,김용평,2,EE,EE201-00,전자과
월,09:00,10:15,전공필수(04),전자기학I,이범선,2,EE,EE201-01,전자과
수,09:00,10:15,전공필수(04),전자기학I,이범선,2,EE,EE201-01,전자과
월,09:00,10:15,전공필수(04),전자기학I,이응규,2,EE,EE201-02,전자과
수,09:00,10:15,전공필수(04),전자기학I,이응규,2,EE,EE201-02,전자과
화,09:00,10:15,전공필수(04),전자기학I,이수열,2,EE,EE201-03,전자과
목,09:00,10:15,전공필수(04),전자기학I,이수열,2,EE,EE201-03,전자과
화,09:00,10:15,전공필수(04),전자기학I,김상혁,2,EE,EE201-04,전자과
목,09:00,10:15,전공필수(04),전자기학I,김상혁,2,EE,EE201-04,전자과
월,09:00,10:15,전공필수(04),전자회로I,김창우,3,EE,EE206-00,전자과
수,09:00,10:15,전공필수(04),전자회로I,김창우,3,EE,EE206-00,전자과
월,09:00,10:15,전공필수(04),전자회로I,윤상웅,3,EE,EE206-01,전자과
수,09:00,10:15,전공필수(04),전자회로I,윤상웅,3,EE,EE206-01,전자과
화,09:00,10:15,전공필수(04),전자회로I,예윤해,3,EE,EE206-02,전자과
목,09:00,10:15,전공필수(04),전자회로I,예윤해,3,EE,EE206-02,전자과
화,09:00,10:15,전공필수(04),전자회로I,홍상훈,3,EE,EE206-03,전자과
목,09:00,10:15,전공필수(04),전자회로I,홍상훈,3,EE,EE206-03,전자과
화,18:00,21:50,전공필수(04),졸업논문(전자공학전공),장익준,4,EE,EE486-00,전자과
월,10:30,11:45,전공필수(04),회로이론,김용평,2,EE,EE202-00,전자과
수,10:30,11:45,전공필수(04),회로이론,김용평,2,EE,EE202-00,전자과
월,10:30,11:45,전공필수(04),회로이론,이종욱,2,EE,EE202-01,전자과
수,10:30,11:45,전공필수(04),회로이론,이종욱,2,EE,EE202-01,전자과
월,10:30,11:45,전공필수(04),회로이론,윤상웅,2,EE,EE202-02,전자과
수,10:30,11:45,전공필수(04),회로이론,윤상웅,2,EE,EE202-02,전자과
화,12:00,13:15,전공필수(04),회로이론,김창우,2,EE,EE202-03,전자과
목,12:00,13:15,전공필수(04),회로이론,김창우,2,EE,EE202-03,전자과
화,12:00,13:15,전공필수(04),회로이론,장익준,2,EE,EE202-04,전자과
목,12:00,13:15,전공필수(04),회로이론,장익준,2,EE,EE202-04,전자과
화,12:00,13:15,전공필수(04),회로이,론강곤,2,EE,EE202-05,전자과
목,12:00,13:15,전공필수(04),회로이,론강곤,2,EE,EE202-05,전자과
수,09:00,12:50,전공선택(05),DSP실,험손원,3,EE,EE343-00,전자과
화,15:00,16:15,전공선택(05),VLSI설계,장익준,4,EE,EE463-00,전자과
목,15:00,16:15,전공선택(05),VLSI설계,장익준,4,EE,EE463-00,전자과
월,10:30,11:45,전공선택(05),광전자공학,유재수,4,EE,EE421-00,전자과
수,10:30,11:45,전공선택(05),광전자공학,유재수,4,EE,EE421-00,전자과
화,10:30,11:45,전공선택(05),디지털신호처,리손원,3,EE,EE342-00,전자과
목,10:30,11:45,전공선택(05),디지털신호처,리손원,3,EE,EE342-00,전자과
화,10:30,11:45,전공선택(05),디지털신호처리,김원하,3,EE,EE342-01,전자과
목,10:30,11:45,전공선택(05),디지털신호처리,김원하,3,EE,EE342-01,전자과
화,12:00,13:15,전공선택(05),디지털통신,홍인기,3,EE,EE341-00,전자과
목,12:00,13:15,전공선택(05),디지털통신,홍인기,3,EE,EE341-00,전자과
화,12:00,13:15,전공선택(05),디지털통신,신현동,3,EE,EE341-01,전자과
목,12:00,13:15,전공선택(05),디지털통신,신현동,3,EE,EE341-01,전자과
화,16:30,17:45,전공선택(05),디지털통신,이계산,3,EE,EE341-02,전자과
목,16:30,17:45,전공선택(05),디지털통신,이계산,3,EE,EE341-02,전자과
월,10:30,11:45,전공선택(05),디지털회로설계및언어,예윤해,3,EE,EE361-00,전자과
수,10:30,11:45,전공선택(05),디지털회로설계및언어,예윤해,3,EE,EE361-00,전자과
금,10:30,11:45,전공선택(05),디지털회로설계및언어,홍상훈,3,EE,EE361-01,전자과
금,12:00,13:15,전공선택(05),디지털회로설계및언어,홍상훈,3,EE,EE361-01,전자과
화,13:30,17:20,전공선택(05),디지털회로실험,홍상훈,3,EE,EE362-00,전자과
수,13:30,17:20,전공선택(05),디지털회로실험,홍상훈,3,EE,EE362-01,전자과
화,15:00,16:15,전공선택(05),마이크로프로세서,김동한,3,EE,EE364-00,전자과
목,15:00,16:15,전공선택(05),마이크로프로세서,김동한,3,EE,EE364-00,전자과
월,16:30,17:45,전공선택(05),무선데이타통신,이계산,4,EE,EE443-00,전자과
수,16:30,17:45,전공선택(05),무선데이타통신,이계산,4,EE,EE443-00,전자과
월,12:00,13:15,전공선택(05),반도체공학,유재수,3,EE,EE321-00,전자과
수,12:00,13:15,전공선택(05),반도체공학,유재수,3,EE,EE321-00,전자과
월,12:00,13:15,전공선택(05),반도체공학,이승현,3,EE,EE321-01,전자과
수,12:00,13:15,전공선택(05),반도체공학,이승현,3,EE,EE321-01,전자과
수,16:30,17:45,전공선택(05),반도체공학,김대원,3,EE,EE321-02,전자과
금,16:30,17:45,전공선택(05),반도체공학,김대원,3,EE,EE321-02,전자과
화,10:30,11:45,전공선택(05),반도체집적회로,이종욱,4,EE,EE496-00,전자과
목,10:30,11:45,전공선택(05),반도체집적회로,이종욱,4,EE,EE496-00,전자과
수,09:00,12:50,전공선택(05),소프트웨어랩,서덕영,3,EE,EE370-01,전자과
화,13:30,14:45,전공선택(05),안테나공학,김상혁,4,EE,EE422-00,전자과
목,13:30,14:45,전공선택(05),안테나공학,김상혁,4,EE,EE422-00,전자과
화,12:00,13:15,전공선택(05),영상신호처리,박영태,4,EE,EE444-00,전자과
목,12:00,13:15,전공선택(05),영상신호처리,박영태,4,EE,EE444-00,전자과
화,16:30,17:45,전공선택(05),이동통신,홍인기,4,EE,EE442-00,전자과
목,16:30,17:45,전공선택(05),이동통신,홍인기,4,EE,EE442-00,전자과
수,13:30,14:45,전공선택(05),자동제어,김동한,3,EE,EE363-00,전자과
금,13:30,14:45,전공선택(05),자동제어,김동한,3,EE,EE363-00,전자과
목,13:30,17:20,전공선택(05),전파통신실험,이종욱,3,EE,EE324-00,전자과
월,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,서덕영,2,EE,EE213-00,전자과
수,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,서덕영,2,EE,EE213-00,전자과
월,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,김규헌,2,EE,EE213-01,전자과
수,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,김규헌,2,EE,EE213-01,전자과
월,15:00,16:15,전공기초(11),확률및랜덤변수,송주빈,2,EE,EE211-00,전자과
수,15:00,16:15,전공기초(11),확률및랜덤변수,송주빈,2,EE,EE211-00,전자과
월,15:00,16:15,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-01,전자과
수,15:00,16:15,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-01,전자과
월,15:00,16:15,전공기초(11),확률및랜덤변수,이계산,2,EE,EE211-02,전자과
수,15:00,16:15,전공기초(11),확률및랜덤변수,이계산,2,EE,EE211-02,전자과
화,10:30,11:45,전공기초(11),확률및랜덤변수,김영수,2,EE,EE211-03,전자과
목,10:30,11:45,전공기초(11),확률및랜덤변수,김영수,2,EE,EE211-03,전자과
화,10:30,11:45,전공기초(11),확률및랜덤변수,신현동,2,EE,EE211-04,전자과
목,10:30,11:45,전공기초(11),확률및랜덤변수,신현동,2,EE,EE211-04,전자과
화,10:30,11:45,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-05,전자과
목,10:30,11:45,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-05,전자과
월,10:30,11:45,전공필수(04),신경생리학,김태성,3,BME,BME316-00,생체의공학과
수,10:30,11:45,전공필수(04),신경생리학,김태성,3,BME,BME316-00,생체의공학과
화,12:00,13:15,전공필수(04),의공생명과학,박경모,2,BME,BME211-00,생체의공학과
목,12:00,13:15,전공필수(04),의공생명과학,박경모,2,BME,BME211-00,생체의공학과
월,09:00,10:15,전공필수(04),전자기학,이수열,2,BME,BME203-00,생체의공학과
수,09:00,10:15,전공필수(04),전자기학,이수열,2,BME,BME203-00,생체의공학과
토,,,전공필수(04),졸업논문(생체의공학),김태성,4,BME,BME411-00,생체의공학과
월,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),김태성,4,BME,BME412-02,생체의공학과
수,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),김태성,4,BME,BME412-02,생체의공학과
월,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),이상민,4,BME,BME412-03,생체의공학과
수,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),이상민,4,BME,BME412-03,생체의공학과
화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),조민형,4,BME,BME412-04,생체의공학과
목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),조민형,4,BME,BME412-04,생체의공학과
화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),박경모,4,BME,BME412-05,생체의공학과
목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),박경모,4,BME,BME412-05,생체의공학과
화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),한승무,4,BME,BME412-06,생체의공학과
목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),한승무,4,BME,BME412-06,생체의공학과
화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),변경민,4,BME,BME412-07,생체의공학과
목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),변경민,4,BME,BME412-07,생체의공학과
월,15:00,16:15,전공선택(05),생체시스템제어,이상민,4,BME,BME415-00,생체의공학과
수,15:00,16:15,전공선택(05),생체시스템제어,이상민,4,BME,BME415-00,생체의공학과
화,16:30,17:45,전공선택(05),생체의공학특강1,한승무,4,BME,BME409-00,생체의공학과
목,16:30,17:45,전공선택(05),생체의공학특강1,한승무,4,BME,BME409-00,생체의공학과
화,10:30,11:45,전공선택(05),신경공학,김태성,4,BME,BME406-00,생체의공학과
목,10:30,11:45,전공선택(05),신경공학,김태성,4,BME,BME406-00,생체의공학과
화,10:30,11:45,전공선택(05),응용전자회로,변경민,3,BME,BME303-00,생체의공학과
목,10:30,11:45,전공선택(05),응용전자회로,변경민,3,BME,BME303-00,생체의공학과
금,09:00,12:50,전공선택(05),응용전자회로실험,변경민,3,BME,BME304-00,생체의공학과
금,13:30,17:20,전공선택(05),응용전자회로실험,변경민,3,BME,BME304-01,생체의공학과
화,15:00,16:15,전공선택(05),의료기기법규와인증,한승무,4,BME,BME416-00,생체의공학과
목,15:00,16:15,전공선택(05),의료기기법규와인증,한승무,4,BME,BME416-00,생체의공학과
화,13:30,14:45,전공선택(05),의료영상시스템,이수열,4,BME,BME403-00,생체의공학과
목,13:30,14:45,전공선택(05),의료영상시스템,이수열,4,BME,BME403-00,생체의공학과
화,09:00,10:15,전공선택(05),컴퓨터구조및응용,조민형,3,BME,BME305-00,생체의공학과
목,09:00,10:15,전공선택(05),컴퓨터구조및응용,조민형,3,BME,BME305-00,생체의공학과
화,16:30,17:45,전공기초(11),공학수학2,이상민,2,BME,BME204-00,생체의공학과
목,16:30,17:45,전공기초(11),공학수학2,이상민,2,BME,BME204-00,생체의공학과
월,13:30,14:45,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-00,생체의공학과
수,13:30,14:45,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-00,생체의공학과
월,15:00,16:15,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-01,생체의공학과
수,15:00,16:15,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-01,생체의공학과
화,16:30,17:45,전공기초(11),생물자원학,최근원,1,BIO,BIO104-00,"생체의공학과, 식품생명공학과, 원예생명공학과, 유전공학과"
목,16:30,17:45,전공기초(11),생물자원학,최근원,1,BIO,BIO104-00,"생체의공학과, 식품생명공학과, 원예생명공학과, 유전공학과"
목,15:00,19:15,전공필수(04),식물신소재헤드스톤디자인,이찬희,3,PAM,PAM330-00,식물환경신소재공학과
토,09:00,,전공필수(04),졸업논문(식물·환경신소재공학),이찬희,4,PAM,PAM401-00,식물환경신소재공학과
수,15:00,18:50,전공선택(05),바이오매스생명공학워크샵1,고재흥,3,PAM,PAM332-00,식물환경신소재공학과
월,10:30,11:45,전공선택(05),바이오매스와에너지과학기술,이정태,3,PAM,PAM329-00,식물환경신소재공학과
수,10:30,11:45,전공선택(05),바이오매스와에너지과학기술,이정태,3,PAM,PAM329-00,식물환경신소재공학과
월,15:00,16:15,전공선택(05),바이오매스와에너지소재,이정태,2,PAM,PAM215-00,식물환경신소재공학과
수,15:00,16:15,전공선택(05),바이오매스와에너지소재,이정태,2,PAM,PAM215-00,식물환경신소재공학과
월,13:30,14:45,전공선택(05),바이오매스형성학,고재흥,2,PAM,PAM207-00,식물환경신소재공학과
수,13:30,14:45,전공선택(05),바이오매스형성학,고재흥,2,PAM,PAM207-00,식물환경신소재공학과
금,13:30,19:20,전공선택(05),바이오매스화학,김웅진,3,PAM,PAM311-00,식물환경신소재공학과
화,13:30,14:45,전공선택(05),바이오매스효소학,이찬희,4,PAM,PAM408-00,식물환경신소재공학과
목,13:30,14:45,전공선택(05),바이오매스효소학,이찬희,4,PAM,PAM408-00,식물환경신소재공학과
화,15:00,17:45,전공선택(05),바이오소재캡스톤디자인1,이찬희,3,PAM,PAM411-00,식물환경신소재공학과
화,10:30,11:45,전공선택(05),식물세포생물학,이찬희,2,PAM,PAM208-00,식물환경신소재공학과
목,10:30,11:45,전공선택(05),식물세포생물학,이찬희,2,PAM,PAM208-00,식물환경신소재공학과
토,16:30,18:20,전공선택(05),연구연수활동1(식물·환경신소재공학),이찬희,3,PAM,PAM320-00,식물환경신소재공학과
월,09:00,12:50,전공필수(04),식물분자육종학및실험,박영두,3,HBT,HBT301-00,원예생명공학과
화,09:00,10:15,전공필수(04),식물육종학,권춘탁,3,HBT,HBT302-00,원예생명공학과
목,09:00,10:15,전공필수(04),식물육종학,권춘탁,3,HBT,HBT302-00,원예생명공학과
토,09:00,10:00,전공필수(04),졸업논문(원예생명공학),오창식,4,HBT,HBT401-00,원예생명공학과
화,10:30,11:45,전공선택(05),식물병원미생물학,오창식,2,HBT,HBT209-00,원예생명공학과
목,10:30,11:45,전공선택(05),식물병원미생물학,오창식,2,HBT,HBT209-00,원예생명공학과
화,15:00,16:15,전공선택(05),식물생리학,엄석현,2,HBT,HBT202-00,원예생명공학과
목,15:00,16:15,전공선택(05),식물생리학,엄석현,2,HBT,HBT202-00,원예생명공학과
화,13:30,14:45,전공선택(05),식물영양학,엄석현,2,HBT,HBT206-00,원예생명공학과
목,13:30,14:45,전공선택(05),식물영양학,엄석현,2,HBT,HBT206-00,원예생명공학과
금,16:30,18:20,전공선택(05),연구연수활동1(원예생명공학),오창식,3,HBT,HBT310-00,원예생명공학과
월,15:00,17:50,전공선택(05),원예산업응용론,오창식,3,HBT,HBT325-00,원예생명공학과
금,13:30,16:15,전공선택(05),원예생명캡스톤디자인1,박영두,4,HBT,HBT314-00,원예생명공학과
금,09:00,11:45,전공선택(05),원예장식및디자인,김대홍,4,HBT,HBT406-00,원예생명공학과
화,12:00,13:15,전공선택(05),종자학,최근원,4,HBT,HBT408-00,원예생명공학과
목,12:00,13:15,전공선택(05),종자학,최근원,4,HBT,HBT408-00,원예생명공학과
수,16:30,17:45,전공선택(05),화훼학,김대홍,3,HBT,HBT329-00,원예생명공학과
금,16:30,17:45,전공선택(05),화훼학,김대홍,3,HBT,HBT329-00,원예생명공학과
월,18:00,19:15,교직전선(20),교과논리및논술(식물자원 조경),박영두,3,EDU,EDU3186-G00,교직
수,18:00,19:15,교직전선(20),교과논리및논술(식물자원 조경),박영두,3,EDU,EDU3186-G00,교직
월,10:30,11:45,전공필수(04),생물유기화학,김해영,2,FSB,FSB231-00,식품생명공학과
수,10:30,11:45,전공필수(04),생물유기화학,김해영,2,FSB,FSB231-00,식품생명공학과
화,15:00,17:45,전공필수(04),식품생화학2,정종현,3,FSB,FSB381-00,식품생명공학과
화,12:00,13:15,전공필수(04),식품화학I,김우기,3,FSB,FSB391-00,식품생명공학과
목,12:00,13:15,전공필수(04),식품화학I,김우기,3,FSB,FSB391-00,식품생명공학과
토,09:00,10:00,전공필수(04),졸업논문(식품공학전공),김우기,4,FSB,FSB401-00,식품생명공학과
월,09:00,10:15,전공선택(05),바이오기능성식품소재,김대옥,3,FSB,FSB361-00,식품생명공학과
수,09:00,10:15,전공선택(05),바이오기능성식품소재,김대옥,3,FSB,FSB361-00,식품생명공학과
월,15:00,16:15,전공선택(05),식품가공학및실험1,백무열,3,FSB,FSB351-02,식품생명공학과
수,15:00,16:15,전공선택(05),식품가공학및실험1,백무열,3,FSB,FSB351-02,식품생명공학과
금,10:30,11:45,전공선택(05),식품가공학및실험1,백무열,3,FSB,FSB351-02,식품생명공학과
월,10:30,11:45,전공선택(05),식품공학1,김병용,3,FSB,FSB394-00,식품생명공학과
수,10:30,11:45,전공선택(05),식품공학1,김병용,3,FSB,FSB394-00,식품생명공학과
화,13:30,14:45,전공선택(05),식품나노과학개론,김영록,3,FSB,FSB271-00,식품생명공학과
목,13:30,14:45,전공선택(05),식품나노과학개론,김영록,3,FSB,FSB271-00,식품생명공학과
월,15:00,16:50,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-00,식품생명공학과
금,10:30,12:20,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-00,식품생명공학과
월,15:00,16:50,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-01,식품생명공학과
금,15:00,16:50,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-01,식품생명공학과
월,13:30,14:45,전공선택(05),식품생명공학,박천석,4,FSB,FSB441-00,식품생명공학과
수,13:30,14:45,전공선택(05),식품생명공학,박천석,4,FSB,FSB441-00,식품생명공학과
금,10:30,13:15,전공선택(05),식품생명공학캡스톤디자인1,김우기,4,FSB,FSB402-00,식품생명공학과
화,16:30,17:45,전공선택(05),식품안전정책과법령,손문기,4,FSB,FSB383-00,식품생명공학과
목,16:30,17:45,전공선택(05),식품안전정책과법령,손문기,4,FSB,FSB383-00,식품생명공학과
화,10:30,11:45,전공선택(05),식품영양학,김영록,4,FSB,FSB471-00,식품생명공학과
목,10:30,11:45,전공선택(05),식품영양학,김영록,4,FSB,FSB471-00,식품생명공학과
월,13:30,14:45,전공선택(05),식품학개론,백무열,2,FSB,FSB281-00,식품생명공학과
수,13:30,14:45,전공선택(05),식품학개론,백무열,2,FSB,FSB281-00,식품생명공학과
금,16:30,18:20,전공선택(05),연구연수활동1(식품공학),김우기,3,FSB,FSB304-00,식품생명공학과
수,09:00,12:50,전공기초(11),드로잉,장광집,1,FD,FD101-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,09:00,12:50,전공기초(11),드로잉,이하나,1,FD,FD101-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,13:30,17:20,전공기초(11),드로잉,박지영,1,FD,FD101-02,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
수,13:30,17:20,전공기초(11),드로잉,전희수,1,FD,FD101-03,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,09:00,12:50,전공기초(11),드로잉,이정은,1,FD,FD101-04,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,09:00,12:50,전공기초(11),드로잉,김경주,1,FD,FD101-05,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
금,09:00,12:50,전공기초(11),디지털디자인,김성호,1,FD,FD105-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
월,09:00,12:50,전공기초(11),디지털디자인,이혜은,1,FD,FD105-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,13:30,17:20,전공기초(11),디지털디자인,김숙현,1,FD,FD105-02,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
수,09:00,12:50,전공기초(11),디지털디자인,정경아,1,FD,FD105-03,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,16:30,17:45,전공기초(11),예술과디자인의이해,윤민희,1,FD,FD110-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,16:30,17:45,전공기초(11),예술과디자인의이해,윤민희,1,FD,FD110-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,10:30,11:45,전공기초(11),예술과디자인의이해,주혜영,1,FD,FD110-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,10:30,11:45,전공기초(11),예술과디자인의이해,주혜영,1,FD,FD110-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,12:00,13:15,전공기초(11),예술과디자인의이해,주혜영,1,FD,FD110-02,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,12:00,13:15,전공기초(11),예술과디자인의이해,주혜영,1,FD,FD110-02,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,13:30,17:20,전공기초(11),입체디자인,심민섭,1,FD,FD111-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,13:30,17:20,전공기초(11),입체디자인,이진원,1,FD,FD111-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,09:00,12:50,전공기초(11),입체디자인,이진원,1,FD,FD111-02,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
월,13:30,17:20,전공기초(11),입체디자인,이혜리,1,FD,FD111-03,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,13:30,17:20,전공기초(11),입체디자인,김지은,1,FD,FD111-04,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
금,13:30,17:20,전공기초(11),평면디자인,김진영,1,FD,FD103-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
월,09:00,12:50,전공기초(11),평면디자인,신경철,1,FD,FD103-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,09:00,12:50,전공기초(11),평면디자인,정수경,1,FD,FD103-02,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,09:00,12:50,전공기초(11),평면디자인,김은정,1,FD,FD103-03,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,13:30,14:45,전공기초(11),현대미술사,윤민희,1,FD,FD109-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,13:30,14:45,전공기초(11),현대미술사,윤민희,1,FD,FD109-00,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
화,15:00,16:15,전공기초(11),현대미술사,윤민희,1,FD,FD109-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
목,15:00,16:15,전공기초(11),현대미술사,윤민희,1,FD,FD109-01,"산업디자인학과, 시각디자인학과, 환경조경디자인학과, 의류디자인학과, 디지털콘텐츠학과"
월,13:30,17:20,전공필수(04),도자성형3,김호정,2,CA,CA2018-00,도예학과
금,09:00,12:50,전공필수(04),도자제품브랜드1,방창현,3,CA,CA3017-00,도예학과
월,09:00,12:50,전공선택(05),SeniorProject I-A,여화선,4,CA,CA4001-00,도예학과
월,13:30,17:20,전공선택(05),SeniorProject I-A,여화선,4,CA,CA4001-01,도예학과
목,09:00,12:50,전공선택(05),SeniorProject I-B,김승욱,4,CA,CA4002-00,도예학과
